SERFF#,Filing Type,Date Submitted,SERFF Status,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],06/18/2024,Objection_letter5,objection9,"Objection 9           Comments: Re: Your 5-29-24 Response to Obj. 2 - Insurance to Value Page 7 of 29 You explain that you use CoreLogic as a valuation tool, not a rating factor. 1. Please explain how this works. What information does CoreLogic use to determine the value of the property? Is zip code included in the calculation? Is the age of the dwelling included? 2. The rule states as follows: ""The renewal offer will reflect the increased replacement cost amount or the standard percentage of regional increase as reported by the vendor, whichever is greater."" Please add the ""standard percentage of regional increase"" to the rate manual, and please confirm that you will submit a new filing when that percentage changes.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],05/08/2024,Objection_letter6,objection1,"Objection 1           Comments: Re: Your 4-26-24 Response to Obj. 2 - Inspection Your response to my objection regarding the Inspections provision on page 6 is not persuasive. Under Minn. Stat. 65A.01, subd. 3b, the policyholder must ""willfully and with intent to defraud concealed or misrepresented a material fact or circumstance...."" Your provision does not include the limiting language. Please remove the option to cancel or revise the language to make it compliant with the statute.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],05/08/2024,Objection_letter6,objection2,Objection 2           Comments: Re: Your 4-26.24 Response to Obj. 3 - Insurance to Value I do not see the CoreLogic factor anywhere in your rate pages. 1. Please add the factor to the rate pages. 2. Please confirm that you will submit an updated rate manual every time you revise that factor. Minn. Stat. 70A.06,2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],05/08/2024,Objection_letter6,objection3,Objection 3           Comments: Re: Your 4-26-24 Response to Obj. 6 - Renewal Conversion Definition. Please add the year PRGS-129647685 was closed to the rule or replace the tracking number with the year.,2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],05/08/2024,Objection_letter6,objection4,Objection 4           Comments: Re: Your 4-26-24 Response to Obj. 19 - Manufacturers Discount You explain that you've figured out a way to remove the discount from your system. Please provide an estimated implementation date.,2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],05/08/2024,Objection_letter6,objection5,Objection 5           Comments: Re: Your 4-26-24 Response to Obj. 20 - Multi-policy Discount You state that you have identified a technical solution and need to prepare a form filing to add the discount to your amendatory SERFF Tracking #: AMSI-133860491 State Tracking #: Company Tracking #: MN.MFH.2024.Q1 State: Minnesota Filing Company: Progressive Preferred Insurance Company TOI/Sub-TOI: 04.0 Homeowners/04.0002 Mobile Homeowners Product Name: MN MFH Project Name/Number: MN MFH 202403/ PDF Pipeline for SERFF Tracking Number AMSI-133860491 Generated 01/22/2025 03:29 AM  endorsement. Please provide an estimated implementation and filing date.,2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],05/08/2024,Objection_letter6,objection6,"Objection 6           Comments: Re: Your 4-26-24 Response to Obj. 21 - Zip Codes You replied: ""Weve identified a technical solution to resolve the open objection. The solution requires structural programming changes in our system. More specifically, we'll need to change our territory level rating structure to a zip code level rating structure. Additionally, we'll need to do a zip code clustering analysis to ensure that our rates don't vary by town or city within the same zip code. Were looking to remedy the issue as quickly as possible."" 1. Please provide more detail about your solution. We have asked you not to include a zip code in two territories at once. I don't understand how changing to a ""zip code level rating structure"" will solve the problem. 2. Please provide a list of the number of policies in each zip code that is assigned to two territories and the difference in rate for each territory. 3. Please share the results of the zip code clustering analysis with us when it's completed.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],05/08/2024,Objection_letter6,objection7,"Objection 7           Comments: Age of Dwelling Page 14 of 49, Exhibit 3 Page 28 of 49, Exhibit 17 Please replace ""Age of Dwelling"" and ""Age of Home"" with ""Age of Systems"" to reflect the revision to the rule made in response to our 4-4-24 objection letter.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection1,"Objection 1           Comments: Age of Dwelling Page 5 of 28, AGE OF HOME Your rule states: ""Risks older than 150 years are ineligible."" Under Minn. Stat. §72A.20, subd 13, you cannot use the age of the dwelling when determining eligibility or premium. You may use the age of systems -- e.g., roof, wiring, plumbing -- with proper documentation from the homeowner. If the homeowner cannot provide such documentation, you must use a neutral factor rather than defaulting to the age of the dwelling. Please remove or revise this provision.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection2,"Objection 2           Comments: Reasons for Cancellation Page 6 of 28, Inspections The first paragraph reads: ""At the Companys discretion, a home inspection will be performed after coverage is bound and paid. Policyholders that do not permit the inspection may be subject to cancellation of the policy."" Please explain which reason for cancellation in Minn. Stat. 65A.01, subds. 3a and 3b, authorize the company to cancel the policy under th above conditions.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection3,"Objection 3           Comments: Replacement Value Determination Page 7 of 8, Insurance to Value The second sentence in the last paragraph reads: ""The renewal offer will reflect the increased replacement cost amount or the standard percentage of regional increase as reported by the vendor, whichever is greater."" Please explain what you mean by ""standard percentage of regional increase as reported by the vendor."" Is this number included in the rate tables? If so, how often is it updated? Minn. Stat. 70A.06 SERFF Tracking #: AMSI-133860491 State Tracking #: Company Tracking #: MN.MFH.2024.Q1 State: Minnesota Filing Company: Progressive Preferred Insurance Company TOI/Sub-TOI: 04.0 Homeowners/04.0002 Mobile Homeowners Product Name: MN MFH Project Name/Number: MN MFH 202403/ PDF Pipeline for SERFF Tracking Number AMSI-133860491 Generated 01/22/2025 03:29 AM",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection4,"Objection 4           Comments: Loss History - Weather-related Claims Page 7 of 28, Loss History The second bullet states: ""Two or more claims reported within three years."" Minnesota does not permit the use of claims based on weather events to surcharge a homeowners policy. Minnesota Statute §65A.28, subd. 8 authorized the commissioner to promulgate rules to specify the grounds for nonrenewal, reduction in limits of coverage or elimination of coverage. The rules must limit the grounds to specific factors, one of which is the insureds loss experience, not to include natural causes. Minnesota Rules Chapter 2880 were promulgated under this authority. Under these rules a transfer from one rating plan to another, if the transfer results in a premium increase, is a nonrenewal. The rules set out specific conditions that, if met, would constitute nonrenewal, including a surcharge to a premium for a condition that increases the potential for loss. By implication, where the conditions are not met, the outcome would be inverted. That is, if the plan is transferred but there is no increase in premium, then a nonrenewal has not occurred. Likewise, a surcharge applied for any reason other than a condition that increases the potential for loss would be a nonrenewal. The statutory and regulatory frameworks draw a distinction between natural causes and conditions. This distinction matters. As discussed above, a surcharge based on a condition is specifically excluded from the nonrenewal definition in Minn. R. 2880.0100, subp. 5. However, the next section of Chapter 2880 makes clear that the conditions in question are those that can be remediated by the homeowner: No insurer shall refuse to renew a policy of homeowners insurance unless based on one or more reasons which shall be limited to the following  Refusal of the insured to eliminate known conditions which increase the potential for loss after notification by the insurer that the condition must be removed. (Minn. R. 2880.0200(E)) Likewise, Chapter 2880 provides clarity on what constitutes natural causes that, per Minn. Stat. §65A.29, cannot provide the basis of a nonrenewal decision. Minn. R. 2880.0200(G) states that losses caused by natural causes including but not limited to lightning, wind, or hail cannot be counted as losses during the experience period for the purposes of nonrenewal. What emerges is a clear distinction between those things in the control of the insured (conditions) and those not in the control of the insured (natural causes).",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection5,"Objection 5           Comments: Claim Activity and Cancellation/Non-renewal Page 7 of 28, Loss History The last paragraph reads: ""The Company reserves the right to re-rate, cancel, or non-renew based upon claim activity."" Please revise or remove the rule. The company cannot cancel a policy based on claim activity. (Minn. Stat. 65A.01, subd. 3a) Under Minn.R. 2880.0200, the company can only non-renew a policy for claim losses under the following circumstances: SERFF Tracking #: AMSI-133860491 State Tracking #: Company Tracking #: MN.MFH.2024.Q1 State: Minnesota Filing Company: Progressive Preferred Insurance Company TOI/Sub-TOI: 04.0 Homeowners/04.0002 Mobile Homeowners Product Name: MN MFH Project Name/Number: MN MFH 202403/ PDF Pipeline for SERFF Tracking Number AMSI-133860491 Generated 01/22/2025 03:29 AM  G. If the insured has two or more losses during the experience period, but not to include: (1) losses caused by natural causes including but not limited to lightning, wind, or hail; or (2) losses for which no payment was made by the insurer; or",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection6,"Objection 6           Comments: Clarification Page 8 of 28, RENEWAL CONVERSION DEFINITION The definition states: ""As used in this manual, 'Renewal Conversion' policies are those that originally incepted under SERFF tracking number PRGS-129647685 or earlier."" The department's retention policy for P&C filings in SERFF is five years. Filing #PRGS-129647685 is no longer in the system. Please add the year the filing went into effect.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection7,"Objection 7           Comments: Cancellation by Policyholder Page 8 of 28, Cancellation or Changes or Reductions in Limits of Liability or Coverage The third bullet reads: ""The insured may cancel the policy at any time by letting the Company know in writing of the date the cancellation is to take effect. Requests for flat cancellations or backdated cancellations are subject to the additional guidelines below: o Flat cancellations requested more than 30 days after the effective date will require proof of other insurance. o Policyholders requesting to backdate a cancellation more than 30 days will be required to provide proof of other insurance or the sale of the home. Under Minn. Stat. 60A.01, subd. 3, a policy ""shall be canceled at any time at the request of the insured."" Please explain the legal basis for the following: 1. The requirement that notice be in writing 2. The requirement that the policyholder must have proof of other insurance.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection8,"Objection 8           Comments: Age of Dwelling Page 15 of 28, Replacement Cost The second bullet says: ""The age of home must not be more than 15 years old at new business."" Please delete the rule or replace with a rule that applies to the age of a system, not the age of the home. Minn. Stat. 72A.20, subd. 13",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection9,"Objection 9 SERFF Tracking #: AMSI-133860491 State Tracking #: Company Tracking #: MN.MFH.2024.Q1 State: Minnesota Filing Company: Progressive Preferred Insurance Company TOI/Sub-TOI: 04.0 Homeowners/04.0002 Mobile Homeowners Product Name: MN MFH Project Name/Number: MN MFH 202403/ PDF Pipeline for SERFF Tracking Number AMSI-133860491 Generated 01/22/2025 03:29 AM            Comments: Clarification Please explain or resolve the discrepancies in the rules below. Page 9 of 28, OTHER INSURED LOCATION - NO COVERAGE reads: ""This program does not permit liability coverage for any other residences owned by the insured regardless of occupancy. A separate policy is needed to provide coverage for secondary/seasonal residences or residences rented to others."" Page 14 of 29, COVERAGE LIMITS Coverage E - Personal Liability, Footnote 4 reads: ""Coverage E is optional for Rental Occupancy Type and required for Primary Residence and Seasonal Occupancy Types."" Page 16 of 28, Coverage E  Personal Liability reads: ""Personal Liability is required for Primary and Seasonal/Secondary residences."" Page 18 of 28, SECONDARY/SEASONAL ENDORSEMENT reads (in pertinent part): This endorsement is mandatory if secondary/seasonal is selected for the dwelling occupancy. This endorsement limits the liability coverage to the residence premises only.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection10,"Objection 10           Comments: Consistent Language Page 17 of 28, BASE POLICY (PGR MFH XX) First bullet, ""Section II  Liability Exclusions"" does not include dangerous or potentially dangerous dogs. Do you want to add to make this section consistent with the LIABILITY/PROPERTY HAZARDS rule on page 5?",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection11,"Objection 11           Comments: Formatting? Page 18 of 28, SECONDARY/SEASONAL ENDORSEMENT Is ""OPTIONAL ENDORSEMENTS"" meant to be part of this rule?",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection12,"Objection 12           Comments: Age of Dwelling Page 19 of 28, EARTHQUAKE COVERAGE Please delete or revise ""Structures built prior to 1950"" as required by Minn. Stat. 72A.20, subd. 13 (see objections above for more information).",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection13,"Objection 13           Comments: Incomplete Information? SERFF Tracking #: AMSI-133860491 State Tracking #: Company Tracking #: MN.MFH.2024.Q1 State: Minnesota Filing Company: Progressive Preferred Insurance Company TOI/Sub-TOI: 04.0 Homeowners/04.0002 Mobile Homeowners Product Name: MN MFH Project Name/Number: MN MFH 202403/ PDF Pipeline for SERFF Tracking Number AMSI-133860491 Generated 01/22/2025 03:29 AM  Page 20 of 28, MEDICAL PAYMENTS EXCLUSION The rule states: ""An insured may choose to exclude Medical Payments to Others coverage for a premium reduction. If coverage is excluded, this form will be attached to the policy."" This exclusion is not available to everyone according to Coverage Options, Coverage F (page 16 of 28). I suggest you add the restrictions to avoid confusion.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection14,"Objection 14           Comments: Incomplete Information? Page 21 of 28, PERSONAL LIABILITY AND MEDICAL PAYMENTS EXCLUSION Like the rule in the objection above, the description for this form is not accurate -- that is, it is not true for all insureds. Please consider revising it to include the restrictions mentioned in other rules (e.g., Coverage F description on page 16).",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection15,"Objection 15           Comments: Insurance Score Page 23 of 28, Tier Placement Criteria The paragraph that begins, ""At the request of the named insured...."" you state: ""However, the named insured may not make such a request more than once in any 12-month period and any tier placement change will be made at the policys renewal."" Under Minn. Stat. 72A.20, subd. 36(e), an insured may ask for a review of their insurance/credit score twice in a calendar year. Please revise.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection16,"Objection 16           Comments: Weather-related Losses Page 23 of 28, Tier Placement Criteria The last paragraph on the page reads: ""For Renewal Conversion Tier Criteria: Any reported claim is counted towards the number of claims in tier criteria."" Minnesota does not permit the use of claims based on weather events to surcharge a homeowners policy. Minnesota Statute §65A.28, subd. 8 authorized the commissioner to promulgate rules to specify the grounds for nonrenewal, reduction in limits of coverage or elimination of coverage. The rules must limit the grounds to specific factors, one of which is the insureds loss experience, not to include natural causes. Minnesota Rules Chapter 2880 were promulgated under this authority. Under these rules a transfer from one rating plan to another, if the transfer results in a premium increase, is a nonrenewal. The rules set out specific conditions that, if met, would constitute nonrenewal, including a surcharge to a premium for a condition that increases the potential for loss. By implication, where the conditions are not met, the outcome would be inverted. That is, if the plan is transferred but there is no increase in premium, then a nonrenewal has not occurred. Likewise, a surcharge applied for any reason other than a condition that increases the potential for loss would be a nonrenewal. SERFF Tracking #: AMSI-133860491 State Tracking #: Company Tracking #: MN.MFH.2024.Q1 State: Minnesota Filing Company: Progressive Preferred Insurance Company TOI/Sub-TOI: 04.0 Homeowners/04.0002 Mobile Homeowners Product Name: MN MFH Project Name/Number: MN MFH 202403/ PDF Pipeline for SERFF Tracking Number AMSI-133860491 Generated 01/22/2025 03:29 AM  The statutory and regulatory frameworks draw a distinction between natural causes and conditions. This distinction matters. As discussed above, a surcharge based on a condition is specifically excluded from the nonrenewal definition in Minn. R. 2880.0100, subp. 5. However, the next section of Chapter 2880 makes clear that the conditions in question are those that can be remediated by the homeowner: No insurer shall refuse to renew a policy of homeowners insurance unless based on one or more reasons which shall be limited to the following  Refusal of the insured to eliminate known conditions which increase the potential for loss after notification by the insurer that the condition must be removed. (Minn. R. 2880.0200(E)) Likewise, Chapter 2880 provides clarity on what constitutes natural causes that, per Minn. Stat. §65A.29, cannot provide the basis of a nonrenewal decision. Minn. R. 2880.0200(G) states that losses caused by natural causes including but not limited to lightning, wind, or hail cannot be counted as losses during the experience period for the purposes of nonrenewal. What emerges is a clear distinction between those things in the control of the insured (conditions) and those not in the control of the insured (natural causes).",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection17,"Objection 17           Comments: Age of Dwelling Rules: Page 24 of 28, AGE OF DWELLING Rates: Page 28 of 49, Age of Dwelling Factor Please delete the rule or revise it to address the age of systems. Please note that you cannot use the age of the dwelling as a default -- that is, if the date the wiring was installed is not known, you cannot substitute the age of the dwelling. Rather, you must apply a neutral factor.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection18,"Objection 18           Comments: Surcharges for Weather Losses Page 25 of 28, CLAIM SURCHARGE Please add language making it clear that weather-related claims are not to be considered when determining if there is a surcharge. See objections above for more detail.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection19,"Objection 19           Comments: Discounts Page 25 of 28, Manufacturers Discount This type of discount is not allowed in Minnesota. Under Minn. Stat. 72a.328, this discount does not qualify as an ""affinity program."" Under Minn. Stat. 60A.02, subds. 1a and 28 it does not qualify as either an association discount or an employer discount. Please remove the discount.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection20,"Objection 20           Comments: Multi-Product/Multi-Line Discount Page 25 of 28, MULTI-POLICY DISCOUNT SERFF Tracking #: AMSI-133860491 State Tracking #: Company Tracking #: MN.MFH.2024.Q1 State: Minnesota Filing Company: Progressive Preferred Insurance Company TOI/Sub-TOI: 04.0 Homeowners/04.0002 Mobile Homeowners Product Name: MN MFH Project Name/Number: MN MFH 202403/ PDF Pipeline for SERFF Tracking Number AMSI-133860491 Generated 01/22/2025 03:29 AM  Please confirm that your policy or Minnesota Amendatory Endorsement includes a provision that explains your multi-policy discount. It is the department's position that without this language the discount violates the inducement prohibition in Minn. Stat. §72A.071.",2025-02-17
MN_AMSI-133860491,Rate/Rule,03/01/2024,Closed-Rates and/or Rules Accepted (10),MN,155,37834,[37834],04/04/2024,Objection_letter7,objection21,"Objection 21           Comments: Zip Codes to Territories Page 3 of 49 I see that you have some zip codes -- e.g., 55128 and 55129 -- assigned to 2 territories. Under Minn. Stat. 72A.20, subd 13, you cannot charge different rates within the same city or town. Both 55128 and 55129 are in entirely within the city of Woodbury. This would only be acceptable if the rates for territories 101 and 111 were the same. Please add the territory rates to the Supporting Documentation tab so we can verify that your rating plan does not violate the statute.",2025-02-17
MO_AMSI-134376363,Rule,01/15/2025,Closed-REVIEWED,MO,155,10872,[10872],02/06/2025,Objection_letter1,objection375,"920. While the requested respond by date allows thirty days to respond, for speed to market and best interest of Missouri consumers, your prompt response is encouraged and appreciated.      Objection 1           Comments: Regarding: Effective Date Requested (New): 11/20/2024 This filing is subject to a ten (10) day ""Use and File"" provision pursuant to Section 379.321 RSMo. Please submit a Post Submission Update to reflect a compliant effective date.",2025-02-17
MO_AMSI-134376363,Rule,01/15/2025,Closed-REVIEWED,MO,155,10872,[10872],01/27/2025,Objection_letter2,objection1,"Objection 1           - MO HOH Rules Manual , null (Rate)           Comments: Regarding: COVERAGE A  DWELLING INTERPOLATION Could you please demonstrate how insureds that are rated by linear interpolation are treated consistently?",2025-02-17
MO_AMSI-134376363,Rule,01/15/2025,Closed-REVIEWED,MO,155,10872,[10872],01/27/2025,Objection_letter2,objection2,"Objection 2           - MO HOH Rules Manual , null (Rate)           Comments: Regarding: PAYMENT PLANS Per Section 375.052 RSMo, ""an insurer or insurance producer may charge additional incidental fees for premium installments, late payments, policy reinstatements, or other similar services specifically provided for by law or regulation.  Such fees shall be disclosed to the applicant or insured in writing.""  Please verify that such disclosure is provided. Please be advised that Regulation 20 CSR 700-1.150 requires all incidental fees charged to the insured be considered premium and must be reported as such for tax purposes per Section 148.320 RSMo.",2025-02-17
MO_LBPM-134382063,Form,01/16/2025,Closed-APPROVED,MO,111,42404,"[42404, 23035, 33600, 12484]",01/29/2025,Objection_letter1,objection1,"Thank you for your submission of this filing. Upon review, areas of concern for Missouri insurance regulatory guidelines were found. Please address the following objections and respond by the date above.      Objection 1           Comments: NOTICE:  IMMEDIATE ATTENTION NEEDED To date, this agency has not received a response to Objection Letter dated 1/21/2025.  It can only be surmised that this lack of response from you indicates a loss of interest in continued pursuit of this program. At this time, you have two options:  1) you may withdraw this filing or 2) you may provide us with the requested information. In the case of oversight, the filing's review is extended an additional week, through close of business on the date indicated above.",2025-02-17
MO_LBPM-134382063,Form,01/16/2025,Closed-APPROVED,MO,111,42404,"[42404, 23035, 33600, 12484]",01/21/2025,Objection_letter2,objection1,"Objection 1           - OPTIONAL LOSS SETTLEMENT ENDORSEMENT - MISSOURI, FMHO 547MO , 01 25 (Form)           - EXPANDED REPLACEMENT COST ENDORSEMENT - MISSOURI, FMHO 1182MO , 01 25 (Form)           - HOMEPROTECTOR PLUS ENDORSEMENT - MISSOURI, FMHO 3332MO , 01 25 (Form)           Comments: Regarding: LOGO Regarding: <<COMPANY.FOOTER1>> In accordance with 379.321 RSMo, Every insurer shall file with the director, except as to commercial property or commercial casualty insurance as provided in subsection 6 of this section, every manual of classifications, rules, underwriting rules and rates, every rating plan and every modification of the foregoing which it uses and the policies and forms to which such rates are applied. Each form should be filed within its final version without bracketing or variability to avoid the possible use of an unfiled form.",2025-02-17
MO_LBPM-134382063,Form,01/16/2025,Closed-APPROVED,MO,111,42404,"[42404, 23035, 33600, 12484]",01/21/2025,Objection_letter2,objection2,"Objection 2           - OPTIONAL LOSS SETTLEMENT ENDORSEMENT - MISSOURI, FMHO 547MO , 01 25 (Form)           - EXPANDED REPLACEMENT COST ENDORSEMENT - MISSOURI, FMHO 1182MO , 01 25 (Form)           - HOMEPROTECTOR PLUS ENDORSEMENT - MISSOURI, FMHO 3332MO , 01 25 (Form)           Comments: Regarding: ""actual cash value"" Could you please detail how the depreciation for actual cash value is calculated consistently?",2025-02-17
MS_HART-134401908,Rule,02/03/2025,Closed-Approved,MS,91,29424,"[29424, 37478, 38261, 34690, 27120, 29459, 22357, 19682]",No objections,No objections,No objections,No objections,2025-02-17
MT_SFMA-134336326,Form,12/02/2024,Closed-Approved,MT,176,25143,[25143],No objections,No objections,No objections,No objections,2025-02-17
NC_USAA-134418343,Deviations,02/14/2025,Submitted to State,NC,200,25941,[25941],No objections,No objections,No objections,No objections,2025-02-17
NC_USAA-134418345,Deviations,02/14/2025,Submitted to State,NC,200,25968,[25968],No objections,No objections,No objections,No objections,2025-02-17
NC_USAA-134418351,Deviations,02/14/2025,Submitted to State,NC,200,18600,[18600],No objections,No objections,No objections,No objections,2025-02-17
NC_USAA-134418355,Deviations,02/14/2025,Submitted to State,NC,200,21253,[21253],No objections,No objections,No objections,No objections,2025-02-17
NE_AMSI-134367313,Form,01/27/2025,Closed-File & Use,NE,155,10872,[10872],02/04/2025,Objection_letter1,objection1,Are you aware of any competitors that have comparable language currently being used in Nebraska?,2025-02-17
NE_AMSI-134367313,Form,01/27/2025,Closed-File & Use,NE,155,10872,[10872],02/04/2025,Objection_letter1,objection2,"In the event of a claim, how will this language be applied? Are there any internal guidelines to ensure that each claim is evaluated using the same definition of ""occurs over a period of time""?",2025-02-17
NE_AMSI-134367313,Form,01/27/2025,Closed-File & Use,NE,155,10872,[10872],01/31/2025,Objection_letter2,objection1,"What is the explanation behind the changes from ""14 or more days"" to ""which occurs over a period of time""? It seem to be altering policy language to be more vague rather than clarifying something, is that the intention behind this filing?",2025-02-17
NE_SFMA-134388198,Rate/Rule,02/07/2025,Closed-File & Use,NE,176,25143,[25143],No objections,No objections,No objections,No objections,2025-02-17
NJ_FAIG-134420020,Rule,02/14/2025,Assigned,NJ,69,40169,[40169],No objections,No objections,No objections,No objections,2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/30/2025,Objection_letter1,objection1,"Objection 1           Comments: ASOP No. 53, Estimating Future Costs for Prospective Property/Casualty Risk Transfer and Risk Retention, specifies in Section 3.13 that ""The actuary should consider whether it is necessary to use methods that adjust for either the presence or absence of infrequent large losses in the historical data set.""  As was previously done for HO-3 and HO-6, please define the excess loss threshold for HO-4, explain how it was selected and what it represents in terms of the percentiles of the current loss distribution(s).  Please also define what states are included in the Regional calculation, what percentage of the total NJ represents, and please estimate the excess loss threshold and factors that reflect only NJ data.",2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/30/2025,Objection_letter1,objection2,"Objection 2           Comments: ASOP No. 38 Catastrophe Modeling specifies in Section 3.5 that the actuary should evaluate ""how historical observations, if applicable, compare to results produced by the model."" As was previously done for HO-3 and HO-6, please provide historical catastrophe losses for HO-4 for as many years as possible, along with the corresponding premiums at current level, and non-cat losses.",2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/30/2025,Objection_letter1,objection3,Objection 3           Comments: The Target After-Tax Return on Statutory Surplus is 13.1% as shown on Page 7 of Exhibit 2. Please explain the selected Underwriting Profit of 10.0% which generates a Total After-Tax Return on Statutory Surplus of 16.0%.,2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/30/2025,Objection_letter1,objection4,"Objection 4           Comments: Please submit a Post Submission Update to amend the ""Overall % Indicated Change"" and the ""Overall % Rate Impact"" to reflect the updated percentages shown on Exhibit C of 36.3% and 26.8%, respectively.",2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/30/2025,Objection_letter1,objection5,Objection 5           Comments: Please provide the combined maximum impact as a result of this filing and the prior approval rate filing submitted under SERFF Tracking #LEMO-133880700 (Dept. File #23-2220) as the renewal effective dates for the two filings are within a 12- month period.,2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/30/2025,Objection_letter1,objection6,"Objection 6           Comments: The actuarial memorandum references that the rate table under Rule 45 - Buried Utilities was updated to remove deductible options not currently available. We noted that the rate table under Rule 44 - Equipment Breakdown was also updated to remove all deductible options except for the $500 option. Please explain why the $250, $1,000, and $2,500 deductible options were removed for equipment breakdown coverage. Do any insureds currently have these deductibles for the equipment breakdown coverage?",2025-02-17
