SERFF Tr Num,Filing Type,Date Submitted,Effective Date Requested (New),Effective Date Requested (Renewal),SERFF Status,Filing Description,Filing Method,TOI,Sub-TOI,State,Group_Code,Company_Codes,week_date,gpt_3_5_summary,o1_mini_summary,xai_summary,claude_3_haiku_summary,claude_3_5_sonnet_summary,MyNotes
LBPM-134400516,Form,1/31/2025,5/19/2025,6/23/2025,Closed-Approved as Amended,"In accordance with South Carolina’s filing provision, we respectfully submit the following revisions for our Homeowners,
Condo, and Simple Renters program.
The information below provides a list of forms submitted with this filing.  In addition, it also provides a summary of the major
coverage or policies differences from our currently approved Homeowners, Condo, and Simple Renters policies.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact me
directly.
Please reference the included forms exhibit for the summary of changes.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,SC,111,"[42404, 23035, 23043, 33600, 12484]",3/10/2025,"Based on the filing with the DOI from Liberty Insurance Corporation, the rate filing pertains to their Homeowners, Condo, and Simple Renters program in South Carolina. The filing includes revisions to their Policy Declarations form FMHO 3047, with changes such as adding variable text clarifying the policy period. The rate data for the filing indicates an overall percentage rate impact of 0.000%, with a $0 effect on the written premium and no change in the number of policyholders affected. The filing was submitted on 01/31/2025, with an effective date of 05/19/2025 for new policies and 06/23/2025 for renewals. The filing was approved as amended by the South Carolina Department of Insurance on 02/28/2025.",,,"Based on the information provided, this appears to be a form filing rather than a rate filing. The key details are:

- This is a filing by Liberty Insurance Corporation, Liberty Mutual Fire Insurance Company, Liberty Mutual Insurance Company, LM Insurance Corporation, and Liberty Mutual Personal Insurance Company for their Homeowners, Condo, and Simple Renters program in South Carolina. 

- The filing includes revisions to the Policy Declarations form FMHO 3047, with changes to add variable text clarifying the policy period.

- There are no rate changes or premium impacts associated with this filing. The filing indicates ""Rate data does NOT apply to filing.""

- The filing was approved as amended by the South Carolina Department of Insurance, with an effective date of 5/19/2025 for new business and 6/23/2025 for renewals.

So in summary, this is a form filing to update the Policy Declarations form, without any associated rate or premium changes. The filing was reviewed and approved by the state regulator.",,
AMSI-134244221,Rate/Rule,1/28/2025,8/6/2025,10/6/2025,Closed-Approved,"American Strategic Insurance Corp. (ASIC) proposes to update our existing homeowners (HOH) product in West Virginia.
James Bennett
Product Manager
James_S_Bennett@progressive.com",,04.0 Homeowners,04.0003 Owner Occupied Homeowners,WV,155,[10872],3/10/2025,"The rate filing submitted by American Strategic Insurance Corp for their West Virginia Homeowners (HOH) product includes updates to their existing rates and rules. The filing was submitted on 01/28/2025 and was approved on 02/28/2025.

Key details of the rate filing:
- Company: American Strategic Insurance Corp
- Product Name: Homeowners
- State: West Virginia
- Type of Insurance: Homeowners
- Filing Type: Rate/Rule
- Effective Date (New): 08/06/2025
- Effective Date (Renewal): 10/06/2025
- Filing Method: Prior Approval
- Rate Change Type: Increase
- Overall Percentage of Last Rate Revision: 20.000%
- Overall % Indicated Change: 8.000%
- Overall % Rate Impact: 8.000%
- Written Premium Change for this Program: $758,256
- Number of Policy Holders Affected: 5,995
- Written Premium for this Program: $9,478,197

The rate filing includes updates to various documents such as the HOH Rules Manual, Rate Abstract P&C, Actuarial Memorandum, Certification, Actuarial Summary, Rate Change Histogram, and Marked Rate Factor Pages.

The filing also includes changes to Territory Factors based on Zip Codes, affecting various aspects like Tornado, Wind, Hail, Water Backup, Water Weather, Fire Brush, Liability",,,"Based on the information provided, this is a rate filing by American Strategic Insurance Corp (ASIC) for their West Virginia Homeowners (HOH) product. The key details are:

Summary of the Rate Filing:
- ASIC is proposing an 8% overall rate increase for their West Virginia HOH product.
- The overall written premium change for this program is an increase of $758,256.
- The filing will affect 5,995 policyholders, with a total written premium of $9,478,197 for this program.
- The maximum rate increase is 624% and the minimum rate decrease is 50%.
- The filing includes revised rate pages, rules manual, and various supporting documents.
- The new rates are proposed to be effective for new business on 8/6/2025 and for renewals on 10/6/2025.
- The filing was reviewed and approved by the regulator on 2/28/2025.

In summary, this is a comprehensive rate revision filing by ASIC for their West Virginia homeowners insurance product, seeking an 8% overall increase to address evolving market conditions and costs.",,
LEMO-134389427,Form,1/27/2025,6/3/2025,8/2/2025,Closed-Placed on File,"A revision to Lemonade’s homeowners insurance program is hereby submitted for the State’s review. The Company
respectfully requests that this filing apply to all new business policies written on or after June 3rd, 2025 and to all renewal
business effective on or after August 2nd, 2025. Please refer to the Explanatory Memorandum for further details.
Thank you for your consideration.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,NJ,5032,[16023],3/10/2025,"This rate filing by Lemonade Insurance Company in New Jersey for their Homeowners insurance product does not involve any changes in rates, coverage, or program intent. The filing was placed on file with an effective date for new business of June 3, 2025, and for renewal business of August 2, 2025. The submission was made in response to findings from Lemonade Insurance Company's Market Conduct Exam conducted by the New Jersey Department of Insurance. The filing includes three new notices addressing specific areas identified in the exam:
- LEM-3045 (01-25) New Jersey Limited Fungi or Other Microbes Additional Limits
- LEM-3046 (01-25) New Jersey Insurance Scoring Notice
- LEM-3047 (01-25) New Jersey Notice of Insurance Information Practices

These new notices aim to ensure compliance with NJ Bulletin 03-24 and inform policyholders about options related to coverage limits for Limited Fungi, Wet or Dry Rot, Bacteria Liability, insurance scoring, and disclosure of insurance information practices. The filing does not require specific approval, and any cosmetic changes to the enclosed forms will not affect the intended meaning.",,,"Based on the information provided, this is not a rate filing. It is a form filing by Lemonade Insurance Company for the state of New Jersey.

The key points are:

1. Lemonade is introducing three new notices in response to findings from a Market Conduct Exam by the New Jersey Department of Insurance:

- LEM-3045 - Notifies policyholders of the option to purchase higher limits for Limited Fungi, Wet or Dry Rot, or Bacteria Property and Liability Coverage. This is to comply with NJ Bulletin 03-24.

- LEM-3046 - Explains how insurance scoring will be utilized in rating the policyholder's policy.

- LEM-3047 - Informs policyholders of their right to review their personal information on file.

2. Lemonade is requesting that these new forms apply to all new business policies written on or after June 3, 2025 and all renewal business effective on or after August 2, 2025.

3. This is not a rate filing, as the company states no changes are being made to rates, coverage, or program intent. The filing is for the introduction of the new disclosure forms only.

In summary, this is a form filing by Lemonade to introduce new mandatory disclosure notices in the state of New Jersey, not a rate filing.",,
LEMO-134373821,Rate/Rule,1/23/2025,4/22/2025,6/21/2025,Closed-Filed,"A revision to Lemonade’s homeowners insurance program is hereby submitted for the State’s review. The Company
respectfully requests that this filing apply to all new business policies written on or after  April 22, 2025 and to all renewal
business effective on or after June 21, 2025.
Please refer to the Actuarial Memorandum for additional details.
We look forward to your review.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,OR,5032,[16023],3/10/2025,"The rate filing submitted by Lemonade Insurance Company for homeowners insurance in the state of Oregon involves a revision to their homeowners insurance program. The company requested that the filing apply to all new business policies written on or after April 22, 2025, and to all renewal business effective on or after June 21, 2025. The filing included changes to the Homeowners Manual specific to Oregon as well as Underwriting Guidelines.

Key details from the filing include:
- Company: Lemonade Insurance Company
- Product Name: Homeowners
- State: Oregon
- Filing Type: Rate/Rule
- Effective Date Requested (New): 04/22/2025
- Effective Date Requested (Renewal): 06/21/2025
- Disposition Status: Filed
- Overall Percentage of Last Rate Revision: 5.900%
- Written Premium Change for this Program: $1,436,329
- Number of Policy Holders Affected for this Program: 3,123

The filing went through the review process, including objections raised by the Oregon Department of Consumer and Business Services, Division of Financial Regulation, and subsequent responses provided by Lemonade Insurance Company to address these objections.

Overall, Lemonade Insurance Company's rate filing for homeowners insurance in Oregon represents a significant change in their pricing strategy for the specified effective dates, with detailed modifications and updates to various factors such as loss costs, underwriting guidelines, and tier rating factors.",,,"Based on the information provided, here is a summary of the key details in Lemonade Insurance Company's rate filing for their Oregon homeowners insurance program:

1. Overall Rate Impact:
- The filing requests an overall rate increase of 48.3% for the homeowners insurance program.

2. Written Premium Impact:
- The rate changes are expected to result in a $1,436,329 increase in written premium for this program. 
- The number of policyholders affected is 3,123.
- The total written premium for this program is $2,975,355.

3. Key Changes:
- Revisions to the Underwriting Guidelines, including removing the use of first claims and prior policy rejections/cancellations as eligibility criteria.
- Updates to the Loss Cost Modification Factors (LCMFs) for different territories and construction types.
- Changes to the Tier Rating Factors, which impact how risks are assigned to different pricing tiers based on loss history and credit-based insurance score.
- Adjustments to factors for roof materials, roof age, garage type, and square footage.

4. Effective Dates:
- The rate changes are requested to be effective for new business policies written on or after April 22, 2025 and renewal business effective on or after June 21, 2025.

In summary, this is a comprehensive rate revision filing by Lemonade Insurance Company for their Oregon homeowners insurance product, seeking a significant overall rate increase to adjust their rates and underwriting requirements.",,
TRVD-G134382426,Form,1/17/2025,,7/7/2025,Closed-APPROVED,With this filing we are submitting form revisions as detailed in the accompanying documentation.,,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,Di,3548,"[19070, 19062, 25666]",3/10/2025,"Based on the provided information, the rate filing appears to be related to a Personal Liability Umbrella Supplement for the insurance company, covering damages for which an insured becomes legally liable due to bodily injury, property damage, or personal injury caused by an occurrence. The supplement includes definitions for terms like ""asbestos,"" ""auto,"" ""bodily injury,"" ""business,"" ""declarations,"" and ""electronic vandalism,"" among others.

The rate filing involves a fuel system definition, restrictions on coverage for certain types of animals, and exclusions related to electronic vandalism, lead, and damage caused by intentional acts. It also specifies conditions for cancellation, limits of liability, and the applicability of the supplement to different scenarios. Additionally, it provides definitions for terms such as ""family member,"" ""fuel system,"" and ""fungi.""

The rate filing text includes detailed information on the coverage, definitions, conditions, and exclusions that apply to the Personal Liability Umbrella Supplement offered by the insurance company. It outlines the scope of coverage, limits of liability, definitions of key terms, and how the policy applies to various situations.",,,"Based on the information provided, this appears to be a filing by The Standard Fire Insurance Company, The Automobile Insurance Company of Hartford, Connecticut, and The Travelers Indemnity Company of America for revisions to forms related to their Legacy Home and Legacy HVH homeowners insurance products in the District of Columbia.

The key details are:

1. The filing is for form revisions, not rate changes. The filing indicates ""If there is rating impact, please submit a separate rate filing"" and the rate information shows 0% overall rate impact.

2. The forms being revised include:
- SPECIAL PROVISIONS - DISTRICT OF COLUMBIA (HA-300 DC)
- PERSONAL INJURY (HO-82)
- SPECIAL PROVISIONS - DISTRICT OF COLUMBIA (HV 01 08) 
- PERSONAL LIABILITY UMBRELLA SUPPLEMENT (58200)

3. The revisions appear to update these forms with changes such as:
- Definitions for terms like ""electronic vandalism"" and ""fuel system""
- Modifications to exclusions and coverage provisions
- Updates to cancellation and other policy conditions

4. The filing was submitted on 1/17/2025, reviewed by the regulator, and ultimately approved on 3/6/2025 with an effective date of 7/7/2025.

In summary, this appears to be a routine form revision filing by these insurance companies to update their homeowners insurance policies sold in the District of Columbia, without any significant rate impact.",,
TRVD-G134382657,Form,1/17/2025,5/18/2025,7/7/2025,Closed-APPROVED,With this filing we are submitting form revisions as detailed in the accompanying documentation.,,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,Di,3548,[38130],3/10/2025,"Based on the details provided in the filing with a DOI from Travelers Personal Insurance Company for their product Quantum Home 2.0 in the District of Columbia, the rate filing involves revisions and updates to various forms and endorsements related to Homeowners insurance coverage. Here are the key points:

1. **Product Name:** Quantum Home 2.0
2. **State:** District of Columbia
3. **TOI/Sub-TOI:** 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations
4. **Filing Type:** Form
5. **Effective Date:** Requested for 05/18/2025 for new policies and 07/07/2025 for renewals
6. **Products revised and approved include:**
    - Special Provisions - District of Columbia
    - Special Personal Property Coverage
    - Permitted Incidental Occupancies Coverage Residence Premises
    - Personal Injury Coverage
    - Personal Property Replacement Cost Loss Settlement
    - Identity Fraud Expense Reimbursement Coverage
    - Trust Coverage
    - Equipment Breakdown Coverage
    - Personal Liability Umbrella Supplement
7. **Disposition:** Approved
8. **Additional Coverages:** Personal Injury Coverage, Loss Assessment

This rate filing involves approval and revision of various forms and coverages within the Quantum Home 2.0 product for Homeowners insurance in the District of Columbia, enhancing coverage options and updating policy terms and conditions to align with regulatory",,,"Based on the filing, this appears to be a form filing by Travelers Personal Insurance Company for revisions to their Quantum Home 2.0 product in the District of Columbia. The key points from the filing are:

1. The filing includes revisions to various policy forms, including:
   - Special Provisions - District of Columbia (HQ-300 DC)
   - Special Personal Property Coverage (HQ-015 CW) 
   - Permitted Incidental Occupancies Coverage Residence Premises (HQ-042 CW)
   - Personal Injury Coverage (HQ-082 CW)
   - Personal Property Replacement Cost Loss Settlement (HQ-290 CW)
   - Identity Fraud Expense Reimbursement Coverage (HQ-455 CW)
   - Trust Coverage (HQ-615 CW) 
   - Equipment Breakdown Coverage (HQ-855 CW)
   - Personal Liability Umbrella Supplement (HQ-01P CW)

2. The filing does not include any rate or rule changes, only form revisions. If there is any rating impact from the form changes, the company is instructed to submit a separate rate filing.

3. The filing was approved by the District of Columbia Department of Insurance, effective May 18, 2025 for new business and July 7, 2025 for renewals.

In summary, this appears to be a routine form filing by Travelers to update various policy forms for their Quantum Home 2.0 product in the District of Columbia, without any associated rate changes.",,
TRVD-G134382695,Form,1/17/2025,,7/7/2025,Closed-APPROVED,With this filing we are submitting form revisions as detailed in the accompanying documentation.,,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,Di,3548,"[27998, 36145]",3/10/2025,"The rate filing for the insurance company in question involves revisions and updates to various forms and endorsements related to homeowners insurance and personal liability umbrella supplement in the District of Columbia. The product covered by this filing is the Quantum Homeowners & Quantum HVH.

Key details from the filing:
- Companies involved: The Travelers Home and Marine Insurance Company and Travelers Personal Security Insurance Company.
- State: District of Columbia
- Type of Insurance: Homeowners insurance and Personal Liability Umbrella Supplement
- Product Name: Quantum Homeowners & Quantum HVH
- Filing Type: Form
- Date Submitted: 01/17/2025
- SERFF Tracking Number: TRVD-G134382695
- Status: Closed-APPROVED
- Disposition Date: 03/06/2025
- Effective Date Requested: 07/07/2025
- Overall Percentage Rate Impact: 0.000%
- Rate Data: Rate data does NOT apply to filing

The filing includes revisions to various forms such as SPECIAL PROVISIONS - DISTRICT OF COLUMBIA, PERSONAL INJURY, ENHANCED HOME PACKAGE forms, and PERSONAL LIABILITY UMBRELLA SUPPLEMENT. The forms have been updated with new edition dates to reflect changes and enhancements. The filing has been approved for these changes.",,,"Based on the filing, this appears to be a form filing by The Travelers Home and Marine Insurance Company and Travelers Personal Security Insurance Company for their Quantum Homeowners & Quantum HVH products in the District of Columbia. 

The key points are:

- The filing includes revisions to several forms, including:
  - SPECIAL PROVISIONS - DISTRICT OF COLUMBIA (HO-300 DC and HV-300 DC)
  - PERSONAL INJURY (HO-82)
  - ENHANCED HOME PACKAGE forms (HO-4, HO-2/HO-3, HO-6)
  - PERSONAL LIABILITY UMBRELLA SUPPLEMENT (58200)

- The changes appear to be primarily updates and revisions to these existing forms, with no indication of any rate or rule changes.

- The filing was approved effective 7/7/2025, with no rate impact noted.

- The filing also includes an Explanatory Memorandum providing additional details on the form revisions.

In summary, this appears to be a routine form filing by Travelers to update their homeowners and umbrella forms for the District of Columbia market, with no significant rate or product changes indicated.",,
HART-134384733,Rule,1/17/2025,7/1/2025,7/1/2025,Closed-Approved,"We are filing for your information the introduction of a credit card surcharge to The Hartford’s Home products in the writing
companies referenced above. Policyholders who choose to pay their premium by credit card will incur a credit card surcharge
charged and collected by the third-party payment vendor, which will not exceed 3% of the total premium amount.  The
surcharge amount will be shown at the time of the transaction and is effective for all transactions processed on or after July 01,
2025.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,NV,91,"[37478, 38261, 30104, 34690, 27120, 22357, 19682]",3/10/2025,"The rate filing submitted by Hartford Insurance Company of the Midwest introduces a credit card surcharge to The Hartford's Home products for policyholders who choose to pay their premium by credit card. The surcharge will be charged and collected by a third-party payment vendor, Paymentus, and will not exceed 2.95% of the total payment amount, effective July 01, 2025. The surcharge amount will be disclosed at the time of the transaction, and there will be no differentiation in the surcharge percentage based on the payment amount or plan chosen. The surcharge will be retained by the third-party payment vendor. The filing included responses to objections raised by the regulatory authority regarding the documentation of the surcharge in the Rule Manual and disclosure of payment structure and vendor information. The rate filing was submitted to Nevada for approval and was ultimately approved with a $175 filing fee required from each of the seven writing companies involved in the filing.",,,"Based on the information provided in the SERFF filing, the key points are:

1. The Hartford insurance companies (Hartford Insurance Company of the Midwest, Hartford Insurance Company of the Southeast, Hartford Underwriters Insurance Company, Property and Casualty Insurance Company of Hartford, Trumbull Insurance Company, Hartford Accident and Indemnity Company, and Hartford Fire Insurance Company) are filing to introduce a credit card surcharge for policyholders who choose to pay their premiums by credit card.

2. The credit card surcharge will be charged and collected by a third-party payment vendor (Paymentus) and will not exceed 2.95% of the total payment amount. 

3. The surcharge amount will be shown to the policyholder at the time of the transaction. The Hartford will continue to offer payment options that do not have a surcharge.

4. The filing includes a new ""NV Home CC Surcharge Rule"" that outlines the details of the surcharge, including when it applies, the payment structure, and the vendor name.

5. The filing was initially disapproved due to objections from the regulator, but the company provided responses and additional documentation to address the objections, and the filing was ultimately approved.

In summary, this is a filing to introduce a credit card surcharge for certain Hartford insurance products in Nevada, with the surcharge being collected and retained by a third-party vendor.",,
AMSI-134375543,Form,1/10/2025,1/10/2025,1/10/2025,Closed-Filed,"Per the Department's request in filing AMSI-134111672, we respectfully submit this request to withdraw the following forms as
they are no longer in production: ASI HO VA SSH 06 15, HO 05 22 07 97, and HO 23 65 04 91. Please do not hesitate to
reach out to us should you have any questions or concerns.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,VA,155,[10872],3/10/2025,"Based on the filing provided, the insurance company, American Strategic Insurance Corp, submitted a rate filing to withdraw three forms related to homeowners insurance in Virginia. The forms being withdrawn are ASI HO VA SSH 06 15 (Secondary/Seasonal Home Endorsement - Virginia), HO 05 22 07 97 (Repair Cost Loss Settlement - Virginia), and HO 23 65 04 91 (Coverage C Increased Special Limits of Liability Virginia).

The effective date requested for the withdrawal of these forms was 01/10/2025. The filing status was closed-filed with a disposition date of 03/03/2025. The company provided responses to objections raised by the Department, clarifying that the forms were last produced in November and October 2023 and confirming that there were no active policies with these endorsements in production.

The response letters also indicated the number of policies that were still using these endorsements as of September 1, 2024. The company stated that as of that date, there were twenty policies with HO 05 22 07 97, one policy with HO 23 65 04 91, and four policies with ASI HO VA SSH 06 15. However, they confirmed that currently, there are no active policies with these endorsements in production.

Overall, the rate filing involved withdrawing outdated forms related to homeowners insurance in Virginia, with the company providing information on the last production dates and the number of policies using these forms",,,"Based on the information provided, this is not a rate filing. This appears to be a form filing by American Strategic Insurance Corp to withdraw three homeowners endorsement forms in Virginia:

1. Secondary/Seasonal Home Endorsement - Virginia (ASI HO VA SSH 06 15)
2. Repair Cost Loss Settlement - Virginia (HO 05 22 07 97) 
3. Coverage C Increased Special Limits of Liability Virginia (HO 23 65 04 91)

The company is requesting to withdraw these forms as they are no longer being produced. There is no rate information or rate change included in this filing.

The key details are:

- Filing Type: Form
- Purpose: Withdraw 3 homeowners endorsement forms that are no longer being produced
- Effective Date: 01/10/2025
- State: Virginia
- Company: American Strategic Insurance Corp

This appears to be a housekeeping filing to remove outdated forms from the company's product offerings in Virginia.",,
LBPM-134367579,Form,1/6/2025,3/15/2025,4/26/2025,Closed-Approved,"In accordance with New Jersey's  filing provision, we are submitting the following revisions to our property lines Renter/Condo
programs.
We have filed revisions to our Renter/Condo program endorsement
•Definition of actual cash value.
•Updating your duties to select and maintain policy limits.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your department and any font requirements
will be maintained.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact us.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,NJ,111,[24740],3/10/2025,"Based on the information provided, Safeco Insurance Company of America has filed revisions to their property lines Renter/Condo programs in New Jersey. The filing includes updates to the definitions of actual cash value and duties to select and maintain policy limits. The revisions also involve the inclusion of coverage for fungi, wet or dry rot, or bacteria, collapse coverage, and intentional loss coverage related to domestic abuse situations.

The filing also includes changes to loss settlement procedures, liability losses exclusions, and policy definitions. It is noted that certain items such as collapse coverage, loss settlement, and liability exclusions have been revised and updated to reflect the changes in the policy terms.

The filing indicates that the effective date for new business is requested for 3/15/2025, while the renewal business effective date is requested for 4/26/2025. The filing documents include various forms, attachments, and supporting documents that have been submitted to the New Jersey Department of Insurance for review and approval.

If you require further analysis or have specific questions regarding the details of the filing, feel free to ask.",,,"Based on the information provided, this appears to be a filing by Safeco Insurance Company of America for revisions to their Renter/Condo program in New Jersey. The key points are:

1. Revisions to the definition of actual cash value:
- For property that is economically repairable, actual cash value means the cost to repair based on the age and condition of the materials, less depreciation. 
- For property that is not economically repairable or the loss prevents repair, actual cash value means the market value of the used property.
- Otherwise, actual cash value means the market value of new, identical or similar property, less depreciation.

2. Updates to the ""Your Duties to Select and Maintain Policy Limits"" provision:
- It is the insured's responsibility to select and maintain adequate policy limits.
- The insurer may suggest annual changes to the policy limits, which will be effective on the renewal date. Payment of the renewal premium indicates the insured's acceptance of the new limits.

3. Other revisions include:
- Updates to the Intentional Loss and Liability exclusions
- Changes to the Loss Settlement and Loss Payment provisions
- Additional language related to cancellation, non-renewal, and domestic abuse claims

The filing does not appear to include any rate or rule changes, only form revisions. The company is also requesting the ability to reformat the forms as needed for marketing and printing purposes, as long as the approved language is maintained.",,
TRVD-G134360540,Rate/Rule other than PPA,12/24/2024,3/1/2025,3/1/2025,Closed-Acknowledged,With this filing we are amending our Quantum Home 2.0 product as detailed in the attached memo.,,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,GA,3548,[38130],3/10/2025,"The rate filing submitted by Travelers Personal Insurance Company for their Quantum Home 2.0 product in Georgia includes various changes and updates. Here is a summary of the key details:

- **Product:** Quantum Home 2.0
- **Type of Filing:** Rate/Rule other than PPA
- **Effective Date:** 03/01/2025 for new and renewal business
- **Filing Method:** Prior Approval
- **Rate Change Type:** Neutral
- **Overall Percentage Rate Change:** 0.0%
- **Overall Rate Level Impact:** The overall rate impact on written premium for this program is $0, affecting 155,331 policyholders with a total written premium of $315,728,071
- **Company Tracking #:** 2024-12-0759
- **Filing Compliance:** Amendments were made in adherence to Georgia House Bill 279, requiring Windstorm Mitigation Discount updates
- **Objetion Letters:** Several objections were raised with responses provided to ensure compliance with state regulations
- **Supporting Documents:** Various attachments were included, such as Filing Compliance Certifications, Rate Indication Summaries, Explanatory Memorandums, and Data and Calculations for Rate Changes
- **Fee:** A filing fee of $75 was paid to the state of Georgia for the submission

Overall, the filing aimed to update and improve the Quantum Home 2.0 product in line with regulatory requirements and market conditions in",,,"Based on the information provided, this appears to be a rate filing by Travelers Personal Insurance Company for their Quantum Home 2.0 product in Georgia. The key details are:

1. This filing is updating the Windstorm Mitigation Discount factors to provide premium discounts to eligible policyholders, in compliance with Georgia House Bill 279. 

2. The overall impact of this filing is 0.0%. 

3. The changes will apply to new business effective on or after 2/28/2025, and to renewal business effective on or after 4/19/2025.

4. The filing includes supporting documentation such as the Explanatory Memorandum, Rate Indication Summary/Histogram Exhibit, Overall Rate Level Effect, and Data and Calculations for the Homeowners and Personal Property Rate Change.

5. The filing went through several rounds of objections and responses between the company and the regulator before being acknowledged on 3/3/2025.

In summary, this is a rate filing to update the windstorm mitigation discounts for Travelers' Quantum Home 2.0 product in Georgia, with a neutral overall rate impact.",,
LBRM-134354159,Rate/Rule/Form,12/17/2024,1/1/2026,1/1/2026,Closed-Acknowledged,"In accordance with the California Department of Insurance, First National Insurance Company of America is formally
submitting a withdrawal filing for its Legacy Homeowners Product. Safeco Insurance submits the attached withdrawal notice
pursuant to CIC § 674.6 which requires 60 days advance notice to the department for the withdrawal of a product.  We have
already submitted updated indications reflecting policy impacts within our pending rate filing, SERFF # LBRM-134134101.
We are simplifying and focusing our investments on core go-forward products and will no longer be offering this product in the
state of California within First National Insurance Company of America.
Below are the complete filing exhibits:
- Prior Approval Rate Application: The latest rate filings are identified. This would be a Form/Rate/Rule 0.0% rate change.
- Exhibit 1 Filing History: Listed are the previously approved CDI filing numbers for the last three years.
- Withdrawal Letter
- Non-renewal Notice",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,CA,111,[24724],3/10/2025,"Based on the filing information provided, the First National Insurance Company of America has submitted a withdrawal filing for its Legacy Homeowners Product to the California Department of Insurance. The withdrawal is effective from January 1, 2026. The company has stated that it will discontinue offering this product in the state of California and will not renew any policies from the withdrawn program into any similar programs offered by the same insurer group in California. In addition, the company has agreed not to file a replacement program for at least three years after the effective date of the withdrawal.

The filing includes various exhibits such as the Prior Approval Rate Application, Exhibit 1 Filing History, Withdrawal Letter, and Non-Renewal Notice. The filing contact information is provided for Christine Ray, and the company details include its address, phone number, and other relevant identification information.

In response to objection letters and correspondence from Yizun Chen, various adjustments have been made to the filing to address concerns and clarify information related to the withdrawal of the Legacy Homeowners Product. 
Christine Ray has responded to these objections and has provided explanations for the decisions taken by the company.

The Rate/Rule Schedule and Optional Coverages sections of the filing outline the various coverage options, policy limits, and rates associated with the Homeowners Product. These details highlight the coverage options available to customers and the premium adjustments for specific coverage enhancements.

Overall, the filing indicates a comprehensive approach by the First National Insurance Company of America in managing the withdrawal of its",,,"Based on the information provided, here is a summary of the key points from the rate filing:

1. First National Insurance Company of America is submitting a withdrawal filing for its Legacy Homeowners Product in California, effective 01/01/2026. 

2. The company will no longer be offering this product in California and has agreed to the following terms:
- It will not renew any policies from the withdrawn Legacy Homeowners program into any similar programs offered by the same insurer group in California.
- It will not file a replacement program for at least three years after the effective date of the withdrawal.

3. The filing includes exhibits such as the prior approval rate application, filing history, withdrawal notice, and non-renewal notices.

4. The rate data does not apply to this filing, as it is a withdrawal filing and not a rate change. 

5. The filing was reviewed and acknowledged by the state regulator. No rate revisions were made as part of this withdrawal filing.

In summary, this is a withdrawal filing where the insurance company is exiting a specific homeowners product in California and has agreed to certain terms around non-renewal and no replacement filings for a period of time.",,
