SERFF#,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection
VA_HART-134048952,VA,91,30104,"[30104, 27120, 29459, 19682]",04/15/2024,Objection_letter2,objection2,"Objection 2           - Rule Pages- Revised , null (Rate)           Comments: 847: If the company has book transfers it wishes to rate cap, it must amend the rule to state all of the following. 1. The source of the renewals subject to the Rate stabilization plan. *Each group of book transfers must have its own corresponding rules and expiration date.* 2. The process to be used for the rate Stabilization, including and an example to illustrate the process. 3. The amount of the rate increase or decrease to be limited. **Only decreases are not permitted** 4. Whether the rate stabilization plan is designed to converge with uncapped rates in subsequent rate failings. 5. The effect, if any, of the rate stabilization rule on any midterm changes. 6. Any limitations on tier movement that will be utilized for rate stabilization. 7. The Commencement date of the rate stabilization plan 8. The duration of the rate stabilization plan 9. The expiration date of the rate stabilization plan (it may last no longer than 5 years). The Company must also submit a signed Rate Stabilization Certification form. Any policies which have been using the prior open ended rate capping program must use the original date of transfer as the beginning of the 5-year limitation. If the company wishes, it may also remove this rule in its entirety, and must do so if there are no applicable book transfers which are eligible for proper rate stabilization."
VA_HART-134048952,VA,91,30104,"[30104, 27120, 29459, 19682]",04/15/2024,Objection_letter2,objection3,"Objection 3           - Rule Pages- Revised , null (Rate)           Comments: 897: The company must remove the rule (and corresponding rate tables) or ensure that all rate stabilized policies on book are in compliance with Chapter 345. In the latter case, the company will need to do the following: SERFF Tracking #: HART-134048952 State Tracking #: Company Tracking #:  FN.14.799.2024.01 State: Virginia First Filing Company: Hartford Underwriters Insurance Company, ... TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: VA Home Advantage- TCFIC, TRUM, HFIC, HUIC Project Name/Number: VA Home Advantage- TCFIC, TRUM, HFIC, HUIC/FN.14.799.2024.01 PDF Pipeline for SERFF Tracking Number HART-134048952 Generated 06/11/2024 01:10 AM  A rule submission which directly states all of the following. 1. The source of the renewals subject to the Rate stabilization plan. Each group of book transfers must have its own corresponding rules and expiration date. 2. The process to be used for the rate Stabilization, including and an example to illustrate the process. 3. The amount of the rate increase or decrease to be limited. **Only decreases are not permitted** 4. Whether the rate stabilization plan is designed to converge with uncapped rates in subsequent rate failings. 5. The effect, if any, of the rate stabilization rule on any midterm changes. 6. Any limitations on tier movement that will be utilized for rate stabilization. 7. The Commencement date of the rate stabilization plan 8. The duration of the rate stabilization plan 9. The expiration date of the rate stabilization plan (it may last no longer than 5 years) The Company must also submit a signed Rate Stabilization Certification form. Any policies which have been using the prior open ended rate capping program must use the original date of capping as the beginning of the 5-year limitation. If the company wishes, it may also remove this rule in its entirety."
VT_HART-133849187,VT,91,34690,[34690],12/22/2023,Objection_letter1,objection1,"Thank you for your submission.  I have completed my review and have disapproved the filing, pending filer response, for the following reasons: Please see attachment."
VT_HART-133849187,VT,91,34690,[34690],12/20/2023,Objection_letter2,objection1,"Objection 1           - Actuarial Memorandum - Homeowners  (Supporting Document)           Comments: Please provide a comparison of the profit and contingency provisions for VT, CT, RI, MA, NH, and ME.  Please provide a detailed justification for any differences."
VT_HART-133849187,VT,91,34690,[34690],12/20/2023,Objection_letter2,objection2,"Objection 2           - Rate Pages - Revised, VERMONT - R - 1, VERMONT - R - 2 (Rate)           - Rule Page - Revised, VT  --  511.1 (Rate)           - Certification Statement (Supporting Document)           - Certification Statement - forms and rates (Supporting Document)           - Certification – Rate or Premium Stability Rules (Supporting Document)           - GLM Questions (Supporting Document)           - Actuarial Memorandum - Homeowners  (Supporting Document)           - Histograms (Supporting Document)           - Broaden, Restrict or Clarify Coverage  (Supporting Document)           - Rate Filings & Supporting Information - EXCLUDES RESIDUAL MARKET, W. COMP AND CLAIMS-MADE (Supporting Document)           - HO/Dwelling Requirements (Supporting Document)           - Loss Cost Adoption Filing (Supporting Document)           - Readability Certification (Supporting Document)           - Side-By-Side Comparisons  (Supporting Document)           - Third Party Filing Authorization  (Supporting Document)           Comments: 16.2Automatic Inflation Adjustment to Building Limit (e.g., Coverage A Limit): a.Please discuss the company's approach to setting and adjusting Building limit (e.g., Coverage A Limit) on Owners policies This discussion should include: i. Reference to the most recent filing in which a fixed inflation adjustment percentage was filied (if applicable) ii. Discussion of any vendor models and/or external economic information relied upon for a variable inflation adjustment approach (if applicable) iii. An estimate/range of the renewal inflation adjustment that is currently being applied to this book of business in this jurisdiction iv. An estimate/range of the renewal inflation adjustments that have applied to this book of business (in this jurisdiction) over the experience period underlying this filing b. If the inflation adjustments cited in the prior responses are not reflected in the premium trends cited in question 16.1, an explanation is provided"
VT_HART-133947237,VT,91,38261,[38261],05/22/2024,Objection_letter1,objection1,"Thank you for your submission.  I have completed my review and have disapproved the filing, pending filer response, for the following reasons:      Objection 1           - Actuarial Memorandum - Homeowners  (Supporting Document)           Comments: Please explain the proposed changes to the territory factors.  How were the proposed factors determined?  Are the proposed territory factors the same as those used for Trumbull Insurance?"
WA_HART-133940289,WA,91,34690,[34690],03/08/2024,Objection_letter1,objection48,"19.100.  Please respond to the following concern numbered as in my letter of January 24, 2024:      Objection 1           Comments: 5. Thank you for providing everything we asked for, we just have a concern regarding confidentiality.  Some pages labeled Confidential were included in Appendix B of the support for your modeled catastrophes. Once this filing goes effective everything in the filing is publicly available even withdrawn pages.  Please verify all these documents are intended for the public and please remove the phrase Confidential."
WA_HART-133940289,WA,91,34690,[34690],01/24/2024,Objection_letter2,objection1,"Objection 1           Comments: 1.In Exhibits 1, Building Forms and Tenant & Condo Forms, you provide the credibility level of your Washington data.  Please provide support for your selected credibility level."
WA_HART-133940289,WA,91,34690,[34690],01/24/2024,Objection_letter2,objection2,"Objection 2           Comments: 2.In Exhibit 1, Tenant & Condo Forms, you use a Regional Complement of Credibility.  Please provide support for this complement of credibility. Alternatively, you may use one year of net trend as your complement."
WA_HART-133940289,WA,91,34690,[34690],01/24/2024,Objection_letter2,objection3,"Objection 3           Comments: 3.In Exhibit 1 of your Indicated rate level change exhibits, you account for reinsurance.  Please remove the provision for the net cost of reinsurance from your indications.  Under WAC 284-24-065(1), your rates should be based on the direct costs of the individual risk transfer, from the insured to you, not the costs of passing some of this risk onto another entity."
WA_HART-133940289,WA,91,34690,[34690],01/24/2024,Objection_letter2,objection4,"Objection 4           Comments: 4.In Exhibit 3, Building Forms it appears that your credibility weighted trends were not calculated correctly.  Please update these and review/revise your selected trends."
WA_HART-133940289,WA,91,34690,[34690],01/24/2024,Objection_letter2,objection5,"Objection 5           Comments: 5.Regarding your use of modeled catastrophes in Exhibit 6 Catastrophe Ratio Calculation, please provide the following: (a)An explanation of how each model works. (b)The assumptions you used as inputs for each model. (c)An exhibit validating the results of the models, comparing model projections with actual losses."
WI_HART-134158705,WI,91,39608,[39608],No objections,No objections,No objections,No objections
WI_HART-134171664,WI,91,29424,"[29424, 27120, 29459, 19682]",No objections,No objections,No objections,No objections
WV_HART-134259359,WV,91,34690,[34690],No objections,No objections,No objections,No objections
