SERFF Tr Num,Filing Type,Date Submitted,Effective Date Requested (New),Effective Date Requested (Renewal),SERFF Status,Filing Description,Filing Method,TOI,Group_Code,Company_Codes,week_date,gpt_3_5_summary,o1_mini_summary,xai_summary
AMSI-134380414,Rate/Rule,02/12/2025,02/12/2025,,Closed-60A.315 - EXPEDITED,"American Strategic Insurance Corp. (ASIC) respectfully submits for your review, under the file and use provision, a revision to
our condominium (HOU) program.",,04.0 Homeowners,155,[10872],2025-03-03,"In summary, the rate filing for the Minnesota Condominium Unit-Owners Program by American Strategic Insurance Corp. includes the following key points:

1. **Rate Increase:** The filing proposes an overall +25% rate increase through increases to base rates for the condominium program.

2. **Loss Assessment Changes:** The filing includes the removal of the $25,000 and $50,000 Loss Assessment options, converting existing policies to a $10,000 limit at renewal.

3. **Underwriting Updates:** The filing removes underwriting eligibility guidelines from the previously filed manuals, though guidelines will still be available to agents via the Agent Manual.

4. **Insurance Scoring:** There are no changes to the insurance score model or its use in underwriting condo policies.

5. **Effective Date:** The proposed rate changes and coverage adjustments are effective from February 12, 2025, under the expedited filing provision.

6. **General Rules Updates:** The filing includes updates to general underwriting eligibility, occupancy/use criteria, applicant requirements, property location standards, and property characteristics.

Overall, the filing aims to adjust rates, coverage limits, and loss assessment options in response to updated risk assessments and market conditions for the condominium program in Minnesota.",,
TRVD-G134202060,Rate,08/08/2024,02/07/2025,04/15/2025,Closed-Rates and/or Rules Accepted (10),With this filing we are amending our Quantum Homeowners 2.0 product as described in the accompanying documentation.,,04.0 Homeowners,3548,[38130],2025-03-03,"The rate filing pertains to Travelers Personal Insurance Company's product, Quantum Home 2.0, specifically related to homeowners insurance in Minnesota. The filing was submitted on August 8, 2024, with a submission type of rate. The effective dates requested for the new policies are 02/07/2025 and for renewals are 04/15/2025. The filing was ultimately accepted by the state on 01/31/2025.

The filing involved several individuals in various roles such as authors and reviewers. The disposition of the filing was ""Rates and/or Rules Accepted,"" and the overall rate impact was a 35.5% change with a 47.7% indicated change for Travelers Personal Insurance Company. This change affected 64,085 policyholders with a written premium of $60,252,352.

Additionally, several supporting documents were part of the filing, including expense details, actuarial data, certification forms, and attestations. The filing included adjustment factors for various aspects such as expenses and amortizations. Requests for extension and objections were also addressed within the filing process.",,
LBPM-134358153,Rate,12/24/2024,02/18/2025,04/01/2025,Closed-REVIEWED,"In accordance with Missouri’s filing provision, American Economy Insurance Company (AEIC) is respectfully submitting
revisions to its Homeowners and Condo rating program with a new business effective date of 2/18/2025 and renewal business
effective date of 4/1/2025.
Summary of Filing Materials:
•Home CovE
•Condo Base Rates
•Condo CovA Base
•Condo Loss Assessment Factors
•Actuarial Justification
The revisions contained within this filing result in an impact of -.2% for Home and 15% for Condo. The overall rate impact is
0%.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact us.",,04.0 Homeowners,111,[19690],2025-03-03,"The rate filing submitted by American Economy Insurance Company for their Homeowners and Condo rating program in Missouri included several key components and changes:

1. **Effective Dates:** The new business effective date was requested as 02/18/2025, and the renewal business effective date was requested as 04/01/2025.
   
2. **Product Name:** Homeowners

3. **Revisions Included:** 
   - Rate changes for Home Cov E, Condo Base Rates, Condo Cov A Base, Condo Loss Assessment Factors
   - Actuarial Justification was provided
   - Overall rate impact was 0%, with a negative impact of -.2% for Home and 15% for Condo.

4. **Company:** American Economy Insurance Company
   
5. **Overall % Indicated Change:** 15.6%
   
6. **SERFF Tracking Number:** LBPM-134358153
   
7. **Filing Type:** Rate
   
8. **Disposition:** The filing was reviewed and disposition date was 02/26/2025, with a status of REVIEWED.

This filing incorporated actuarial justification, rate rule attachments, objection response letters and exhibits, supporting documents like actuarial certification and mocks, and had a detailed breakdown of various factors influencing rates such as loss assessment factors for Condo, loss assessment details, coverage information, and specific territory mapping details. The Company provided detailed response letters addressing objections raised, providing explanations and justifications for",,
LBPM-134364067,Rate,12/30/2024,02/18/2025,04/01/2025,Closed-REVIEWED,"Safeco respectfully requests to revise its homeowners, renters, and condo products. The proposed revision will be effective for
renewal business on and after 4/1/2025 and 2/18/2025 for new business for renters only. The proposed change is listed below:
•Revised Base Rates (Home)
•Revised Package Level Unities (Home)
•Revised Roof Age Factors (Home)
•Territory Unities (Renter and Condo)
•Revised Loss Assessment factors (Condo)
Thank you for reviewing our filing. If you have any questions or need any additional information, please contact us.",,04.0 Homeowners,111,[24740],2025-03-03,"The rate filing submitted by Safeco Insurance Company of America for homeowners, renters, and condo products in Missouri includes several proposed revisions effective for renewal business on and after April 1, 2025, and February 18, 2025, for new business for renters only. The proposed changes include:
- Revised base rates for homeowners
- Revised package level unities for homeowners
- Revised roof age factors for homeowners
- Territory unities for renters and condo
- Revised loss assessment factors for condo

The overall indicated change is 15.6%, with a 0.4% rate impact, resulting in a written premium change of $312,060 for 31,070 policyholders affected, with a written premium for this program totaling $84,967,191. The filing includes various rating manuals, actuarial justifications, mock-ups, objection responses, exhibit documents, and supporting materials to justify the rate changes.

The objection response letter addressed concerns raised by the Department of Insurance regarding the proposed rate increases. Safeco provided detailed responses to questions about policyholder impact, reasons for rate increases, rate adequacy, territory determination, and coverage level determination. The response indicated that necessary justification and explanations were provided to address the concerns raised by the Department.

Overall, the rate filing process involved detailed analysis, documentation, and collaboration with regulatory authorities to ensure compliance with Missouri insurance laws and regulations. The company demonstrated transparency and responsiveness in addressing inquiries and objections throughout the filing process.",,
TRVD-G134325887,Rate,11/20/2024,11/10/2024,11/10/2024,Closed-REVIEWED,"With this filing, we are placing correct documents on file per request of the Department.",,04.0 Homeowners,3548,[38130],2025-03-03,"Based on the filing information provided for Travelers Personal Insurance Company's Quantum Home 2.0 product in Missouri:

- **Company:** Travelers Personal Insurance Company
- **Product Name:** Quantum Home 2.0
- **State:** Missouri
- **Type of Insurance:** Homeowners
- **Filing Type:** Rate
- **Date Submitted:** 11/20/2024
- **Effective Date Requested:** 11/10/2024
- **Author(s):** Jaime Jewett, Austin Pruitt, Candice Root
- **Reviewer(s):** Patrick Lennon
- **Disposition Date:** 02/27/2025
- **Disposition Status:** REVIEWED
- **Rate Change Type:** Neutral
- **Overall Percentage of Last Rate Revision:** 7.300%
- **Total Company Rate Impact:** Not specified
- **Rate Method:** Use & file

Additionally, the filing includes the rate tables for the various coverage types under Quantum Home 2.0, as well as information on exceptional life events factors. The filing was submitted with the necessary fees and supporting documents, such as actuarial justifications and rate schedules, as per the request of the Department and the corresponding company representative, Patrick Lennon. The filing status was reviewed and closed on 02/27/2025. The closure of the filing does not indicate Department approval but confirms the completion of the review process.",,
USAA-134418343,Deviations,02/14/2025,06/01/2025,06/01/2025,Closed-Approved,"United Services Automobile Association (USAA), USAA-Casualty Insurance Company (USAA-CIC), USAA-General Indemnity
Company (USAA-GIC), and Garrison Property and Casualty Insurance Company (Garrison) propose revisions to the
Homeowners Insurance premium rates with an overall effect of 5.1% to be effective 6/1/2025 for new business and renewal
business.
With this filing, we are adopting the North Carolina Rate Bureau Base Premiums in Circular P-25-1. We will also be preserving
our existing deviations for Windstorm or Hail Exclusion Credits and Wind Mitigation Credits. In addition, we are proposing
adjustments to the following rating deviations:
•Revise Territory Deviation Factors – Owners and Condos
With this filing, in order to meet the 6/1/2025 effective date, we have an internal deadline of 2/24/2022 to receive regulatory
approval. We understand the turnaround for this filing is shorter than expected but we are willing to meet with NC DOI at your
most convenient date and time, via teleconference, if there are any concerns or questions. This will help allow us to meet our
timeline and remain efficient in implementing our filing efforts.
Our rates will remain equal to or lower than North Carolina Rate Bureau.
Your approval is appreciated. If you have questions, please call me at (210) 265-7825 or email me at laura.tijerina@usaa.com.",,04.0 Homeowners,200,[25941],2025-03-03,"The rate filing submitted by United Services Automobile Association (USAA) for the North Carolina homeowners insurance market proposes revisions to premium rates with an overall effect of 5.1% for new and renewal businesses, effective 06/01/2025. The filing aims to adopt the North Carolina Rate Bureau Base Premiums in Circular P-25-1 while preserving existing deviations for Windstorm or Hail Exclusion Credits and proposing adjustments to various rating deviations.

The filing includes deviations related to tier discounts, deductible credits, supplemental coverages, and discounts for factors such as loss history, multi-product, loyalty, and more. The deviation components affect various aspects of the homeowners insurance rating structure, including credit-based insurance scores, military affiliation, non-payment cancellations, and more. These components are designed to provide favorable rates based on specific risk characteristics of the insured.

The filing received approval from the North Carolina Department of Insurance on 02/21/2025 with the effective date set as 06/01/2025. The filings also include attachments such as deviation questionnaires, explanatory memos, and supporting documents outlining the details and justifications for the proposed deviations.

In summary, the rate filing by USAA for North Carolina homeowners insurance involves a comprehensive adjustment of premium rates, deviations, and discounts to provide competitive and tailored insurance offerings while maintaining regulatory compliance and market competitiveness.",,
USAA-134418345,Deviations,02/14/2025,06/01/2025,06/01/2025,Closed-Approved,"United Services Automobile Association (USAA), USAA-Casualty Insurance Company (USAA-CIC), USAA-General Indemnity
Company (USAA-GIC), and Garrison Property and Casualty Insurance Company (Garrison) propose revisions to the
Homeowners Insurance premium rates with an overall effect of 5.1% to be effective 6/1/2025 for new business and renewal
business.
With this filing, we are adopting the North Carolina Rate Bureau Base Premiums in Circular P-25-1. We will also be preserving
our existing deviations for Windstorm or Hail Exclusion Credits and Wind Mitigation Credits. In addition, we are proposing
adjustments to the following rating deviations:
•Revise Territory Deviation Factors – Owners and Condos
With this filing, in order to meet the 6/1/2025 effective date, we have an internal deadline of 2/24/2022 to receive regulatory
approval. We understand the turnaround for this filing is shorter than expected but we are willing to meet with NC DOI at your
most convenient date and time, via teleconference, if there are any concerns or questions. This will help allow us to meet our
timeline and remain efficient in implementing our filing efforts.
Our rates will remain equal to or lower than North Carolina Rate Bureau.
Your approval is appreciated. If you have questions, please call me at (210) 265-7825 or email me at laura.tijerina@usaa.com.",,04.0 Homeowners,200,[25968],2025-03-03,"The rate filing by USAA Casualty Insurance Company for their North Carolina Homeowners Insurance program proposes revisions to premium rates resulting in an overall 5.1% impact to be effective on June 1, 2025, for both new and renewal business. The filing includes deviations from the North Carolina Rate Bureau Base Premiums and maintains existing deviations for Windstorm or Hail Exclusion Credits and Wind Mitigation Credits. It also proposes adjustments to various rating deviations, such as revising Territory Deviation Factors for Owners and Condos.

The filing contact for this submission is Laura Tijerina, State Filings Advisor I at USAA, based in San Antonio, Texas. The filing was submitted on February 14, 2025, and was approved by the North Carolina Department of Insurance on February 21, 2025. The document lists various deviation components that impact the premium rates and outlines detailed rules for calculating premium factors based on territory, deductibles, and credits for different scenarios. The effective date of the approved deviations is also indicated as June 1, 2025, in accordance with North Carolina General Statute 58-36-30(a).",,
USAA-134418351,Deviations,02/14/2025,06/01/2025,06/01/2025,Closed-Approved,"United Services Automobile Association (USAA), USAA-Casualty Insurance Company (USAA-CIC), USAA-General Indemnity
Company (USAA-GIC), and Garrison Property and Casualty Insurance Company (Garrison) propose revisions to the
Homeowners Insurance premium rates with an overall effect of 5.1% to be effective 6/1/2025 for new business and renewal
business.
With this filing, we are adopting the North Carolina Rate Bureau Base Premiums in Circular P-25-1. We will also be preserving
our existing deviations for Windstorm or Hail Exclusion Credits and Wind Mitigation Credits. In addition, we are proposing
adjustments to the following rating deviations:
•Revise Territory Deviation Factors – Owners and Condos
With this filing, in order to meet the 6/1/2025 effective date, we have an internal deadline of 2/24/2022 to receive regulatory
approval. We understand the turnaround for this filing is shorter than expected but we are willing to meet with NC DOI at your
most convenient date and time, via teleconference, if there are any concerns or questions. This will help allow us to meet our
timeline and remain efficient in implementing our filing efforts.
Our rates will remain equal to or lower than North Carolina Rate Bureau.
Your approval is appreciated. If you have questions, please call me at (210) 265-7825 or email me at laura.tijerina@usaa.com.",,04.0 Homeowners,200,[18600],2025-03-03,"The rate filing submitted by USAA General Indemnity Company in North Carolina for their NC HO Deviation-GIC product under the homeowners insurance category was approved by the state's Department of Insurance. The filing proposed revisions to the premium rates with an overall effect of 5.1% for new and renewal business, effective from June 1, 2025, maintaining rates equal to or lower than the North Carolina Rate Bureau. The filing included deviations for various rating factors such as territory factors, deductible credits, windstorm or hail exclusion credits, and adjustments to rating deviations.

The filing was submitted on February 14, 2025, and approved with a disposition date of February 21, 2025. The effective date for the new rates was also confirmed as June 1, 2025. The filing contact was Laura Tijerina, State Filings Advisor I at USAA General Indemnity Company. The supporting documents included a Deviation Questionnaire FC-038, Deviation Pages - GIC, and an Explanatory Memo. The State Tracking # was NC2500070, and the SERFF Tracking # was USAA-134418351.",,
USAA-134418355,Deviations,02/14/2025,06/01/2025,06/01/2025,Closed-Approved,"United Services Automobile Association (USAA), USAA-Casualty Insurance Company (USAA-CIC), USAA-General Indemnity
Company (USAA-GIC), and Garrison Property and Casualty Insurance Company (Garrison) propose revisions to the
Homeowners Insurance premium rates with an overall effect of 5.1% to be effective 6/1/2025 for new business and renewal
business.
With this filing, we are adopting the North Carolina Rate Bureau Base Premiums in Circular P-25-1. We will also be preserving
our existing deviations for Windstorm or Hail Exclusion Credits and Wind Mitigation Credits. In addition, we are proposing
adjustments to the following rating deviations:
•Revise Territory Deviation Factors – Owners and Condos
With this filing, in order to meet the 6/1/2025 effective date, we have an internal deadline of 2/24/2022 to receive regulatory
approval. We understand the turnaround for this filing is shorter than expected but we are willing to meet with NC DOI at your
most convenient date and time, via teleconference, if there are any concerns or questions. This will help allow us to meet our
timeline and remain efficient in implementing our filing efforts.
Our rates will remain equal to or lower than North Carolina Rate Bureau.
Your approval is appreciated. If you have questions, please call me at (210) 265-7825 or email me at laura.tijerina@usaa.com.",,04.0 Homeowners,200,[21253],2025-03-03,"The rate filing submitted by Garrison Property and Casualty Insurance Company in North Carolina proposes revisions to the Homeowners Insurance premium rates with an overall effect of 5.1% to be effective from June 1, 2025, for new and renewal business. The filing includes deviations from the North Carolina Rate Bureau Base Premiums in Circular P-25-1, as well as adjustments to various rating deviations such as Territory Deviation Factors, Windstorm or Hail Exclusion Credits, and Wind Mitigation Credits.

The filing has been approved and closed by the North Carolina Department of Insurance, and the effective date for the new rates is set to be June 1, 2025. The filing contact person is Laura Tijerina, and the supporting documents include the Deviation Questionnaire FC-038, Deviation Pages - GAR, and an Explanatory Memo. The filing includes detailed information on the impact of the aggregate deviation, the credit components, and the certification of the information provided.

Overall, the filing aims to adjust the premium rates for Homeowners Insurance while maintaining compliance with statutory requirements and ensuring fairness and accuracy in the rate adjustments.",,
GMMX-134414147,Form,02/11/2025,03/31/2025,03/31/2025,Closed-Approved,"Encompass Indemnity Company is submitting for your approval a revised application for our C360 program. The new version
includes updated Applicant Personal Information section and Producer’s Statement as well as formatting changes.",,04.0 Homeowners,8,[15130],2025-03-03,"Based on the information provided in the filing, here is a summary of the rate filing submitted by Encompass Indemnity Company for their ND_EIC_Condo_Custom 360_Form_03312025 product in North Dakota:
- Company: Encompass Indemnity Company
- Product Name: ND_EIC_Condo_Custom 360_Form_03312025
- State: North Dakota
- Type of Insurance: Homeowners/Condominium Homeowners (TOI 04.0/04.0001)
- Filing Type: Form
- Effective Date Requested: 03/31/2025
- Filing Status: Approved
- Filing Fees: $50.00
- Regulatory Status: Closed - Approved
- Revisions: Updates to Applicant Personal Information section, Producer’s Statement, and formatting changes.

The filing included a revised property application (A13142ND Ed. 01012025) to replace the previous version (A13142ND Ed. 12012021), with a focus on enhancing and updating key sections. The effective date requested for the revised form is 03/31/2025, and the filing was successfully approved by the regulatory authorities.",,
GMMX-134414190,Form,02/11/2025,03/31/2025,03/31/2025,Closed-Approved,"Encompass Indemnity Company is submitting for your approval a revised application for our C360 program. The new version
includes updated Applicant Personal Information section and Producer’s Statement as well as formatting changes.",,04.0 Homeowners,8,[15130],2025-03-03,"Based on the filing information provided by Encompass Indemnity Company for their ND_EIC_Home_Custom 360_Form_03312025 in North Dakota, the rate filing involved a revised property application A13142ND Ed. 01012025. The new version of the application included updates to the Applicant Personal Information section, Producer’s Statement, and formatting changes. The filing was submitted on 02/11/2025 and had an effective date requested for both new and renewal policies of 03/31/2025.

The filing was approved and closed by the state on 03/03/2025. The filing fee for this form was $50.00, reflecting Encompass Indemnity Company’s domicile status in Illinois. The application was reviewed by Kimberly Littlejohn and Sarah Juergens, with Sarah Juergens being the primary reviewer. The application included information on prior insurance, mortgagee information, coverage details, deductible amounts, personal property information, and total premium information. The Company requested an effective date of 03/31/2025 for the policies.

Overall, the rate filing involved updates and revisions to the property application form, aiming to enhance the accuracy and completeness of applicant information and statements.",,
GMMX-134414199,Form,02/11/2025,03/31/2025,03/31/2025,Closed-Approved,"Encompass Indemnity Company is submitting for your approval a revised application for our C360 program. The new version
includes updated Applicant Personal Information section and Producer’s Statement as well as formatting changes.",,04.0 Homeowners,8,[15130],2025-03-03,"Based on the filing information provided:

- Company: Encompass Indemnity Company
- Product Name: ND_EIC_Renter_Custom 360_Form_03312025
- State: North Dakota
- Type of Insurance: Homeowners (specifically Tenant Homeowners)
- Filing Type: Form
- Date Submitted: 02/11/2025
- Status: Approved
- Effective Date: 03/31/2025
- Significant Changes: The revised application for the C360 program includes updated sections for Applicant Personal Information and Producer’s Statement, as well as formatting changes.

The rate filing was submitted by Encompass Indemnity Company for approval and was subsequently approved with an effective date of 03/31/2025.",,
TRVD-G134437855,Rule,02/27/2025,03/14/2025,05/03/2025,Closed-File & Use,"With this filing, we are amending our Homeowners programs as detailed in the accompanying Explanatory Memorandum.",,04.0 Homeowners,3548,"[19062, 19070, 27998, 25666, 36137, 38130]",2025-03-03,"Based on the information provided, the rate filing involves revisions to various rules for different coverage packages offered by the insurance company in Nebraska. The filing includes changes to Rule 106: Coverage Packages, Rule 905: Loss Assessment, Rule 511: Loss Assessment Coverage, Rule 535: Enhanced Home Package, Rule 305: High Value Home Coverage, Rule 511: Loss Assessment Coverage, and Rule 530: Additional Coverage Endorsement - ACE. These revisions apply to the Quantum Home 2.0, Quantum Homeowners, and Legacy Homeowners products.

The rate impact for this filing is indicated as 0.000%, meaning there is no change in the overall percentage rate following these revisions. Additionally, there is no written premium change for this program, and no policyholders are affected by the rate filing.

The effective date requested for the new changes is 03/14/2025, and for renewal changes, it is 05/03/2025. The filing has been designated as ""File & Use,"" indicating that it is approved for implementation without further review by the regulatory authorities.",,
LBPM-134367579,Form,01/06/2025,03/15/2025,04/26/2025,Closed-Approved,"In accordance with New Jersey's  filing provision, we are submitting the following revisions to our property lines Renter/Condo
programs.
We have filed revisions to our Renter/Condo program endorsement
•Definition of actual cash value.
•Updating your duties to select and maintain policy limits.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your department and any font requirements
will be maintained.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact us.",,04.0 Homeowners,111,[24740],2025-03-03,"Based on the information provided in the filing documents, Safeco Insurance Company of America has submitted revisions to their property lines Renter/Condo programs in accordance with New Jersey's filing provision. The revisions include updates to the definition of actual cash value and the duties to select and maintain policy limits.

Here is a summary of the changes made in the filing:

1. **Special Provisions – Fungi, Wet or Dry Rot, Bacteria:** Added coverage for direct physical losses caused by fungi, wet or dry rot, or bacteria, including the cost of removal, testing, and additional living expenses or fair rental value loss.
   
2. **Special Provisions – Collapse:** Updated coverage for collapse of the dwelling caused by specific perils, including decay, insect or vermin damage, weight, and use of defective material or methods in construction.
   
3. **Special Provisions – Intentional Loss:** Clarification on intentional loss coverage related to acts of domestic abuse, requiring a police report and cooperation with law enforcement.
   
4. **Special Provisions – Loss Settlement:** Updated provisions for full value and actual cash value settlements for personal property losses, with conditions for repair or replacement.

5. **Liability Exclusions:** Exclusions for expected or intended acts, violation of criminal law, and participation in organized races or contests involving motorized vehicles.

6. **Controlled Substance Exclusion:** Clarification on coverage exclusion for controlled substances, with exceptions for legitimate prescription drug use.

7. **",,
TRVD-G134428427,Rule,02/24/2025,03/14/2025,05/03/2025,Closed-Approved,"With this filing we are amending our Legacy Home, Quantum Home, and Quantum Home 2.0 products as detailed in the
attached explanatory memorandum.",,04.0 Homeowners,3548,"[19062, 19070, 27998, 25666, 36137, 38130]",2025-03-03,"Based on the provided information, the rate filing involves several insurance products under the Legacy Home, Quantum Home, and Quantum Home 2.0 categories for New Mexico. The filing includes revisions to various rules and coverage packages related to home insurance, including Loss Assessment, Enhanced Home Package, High Value Home Coverage, and Additional Coverage Endorsement - ACE. The filing indicates changes to eligibility requirements, coverage enhancements, limits of liability, and premium calculations across different forms and endorsements. The effective dates for these changes vary, with some applying to new business issued on or after 3/14/2025 and others effective on or after 5/3/2025. The filing has been approved and is set to take effect as per the specified dates, with no rate impact noted in this submission.",,
AMSI-134209900,Rate,10/01/2024,,,Closed-Withdrawn,"American Strategic Insurance Corp. (ASIC) respectfully submits for your review, under the prior approval provision, a revision
to our HO3  program. Please refer to the Explanatory Memorandum and attached exhibits for further details.
If you have any questions or comments, please do not hesitate to contact me at (866)274-8765 ext. 2568 or via email at
Luis_D_Rodriguez@progressive.com.
Sincerely,
Luis Rodriguez
Product Manager, State of Nevada",,04.0 Homeowners,155,[10872],2025-03-03,"Based on the information provided in the filing with the Department of Insurance (DOI) from American Strategic Insurance Corp, here is a summary of the rate filing for homeowners insurance in Nevada:

- Company: American Strategic Insurance Corp
- Product Name: Homeowners
- State: Nevada
- Type of Insurance: Homeowners (Owner Occupied)
- Filing Type: Rate
- Date Submitted: 10/01/2024
- Filing Status: Closed-Withdrawn
- Disposition Date: 02/28/2025
- Disposition Status: Withdrawn
- Filing Fees: $25.00 per rate filing
- Supporting Documents include a Notice Explaining Premium Increases, Credit Scoring Statement, and other relevant exhibits
- The filing was withdrawn per the company's request and Progressive plans to submit another filing containing the models under a new underwriting company name
- Details of premium impact based on claims history were provided, including sample tables showing the impact of claims on homeowners' premiums
- Claim surcharge factors ranging from 1.00 for 0 claims in the past 3 years to 2.50 for 4 claims in the past 3 years
- Information on underwriting tier assignments based on claim history and personal liability limits
- The filing included responses to objections and requests for extensions and withdrawals

Overall, the rate filing for homeowners insurance in Nevada by American Strategic Insurance Corp was withdrawn and will be refiled under a new company name",,
HART-134384733,Rule,01/17/2025,07/01/2025,07/01/2025,Closed-Approved,"We are filing for your information the introduction of a credit card surcharge to The Hartford’s Home products in the writing
companies referenced above. Policyholders who choose to pay their premium by credit card will incur a credit card surcharge
charged and collected by the third-party payment vendor, which will not exceed 3% of the total premium amount.  The
surcharge amount will be shown at the time of the transaction and is effective for all transactions processed on or after July 01,
2025.",,04.0 Homeowners,91,"[37478, 38261, 30104, 34690, 27120, 22357, 19682]",2025-03-03,"The rate filing by Hartford Insurance Company of the Midwest in Nevada introduces a credit card surcharge to The Hartford's Home products. Policyholders choosing to pay premiums by credit card will incur a surcharge not exceeding 3% of the total premium amount collected by a third-party payment vendor. The surcharge will be displayed at the time of the transaction and take effect from July 01, 2025. The filing includes responses to objections from the regulatory authority regarding the documentation and details of the surcharge, ensuring compliance with the prior-approval authority. Overall, the rate impact for this filing indicates a 0% change in written premium and no policyholders affected.",,
HART-134433449,Rule,02/28/2025,10/31/2025,10/31/2025,Assigned,"The purpose of this filing is to consolidate home products into our Home Advantage rate plan via an Affiliate Transfer process.
Direct rate plans written in Hartford Underwriters Insurance Company will be consolidated into Trumbull Insurance Company.
Policyholders may experience a change because some coverage options and limits offered in the older products are not
available in the Home Advantage product.  Where coverage options and limits have changed, policyholders will be notified in
writing in advance of the policy effective date.  Policyholders can always contact us to discuss their coverage options and
limits.
The transfer will take place at renewal (no interruption in coverage) and will begin with renewals effective October 31, 2025
and last one year.  We will communicate with the policyholders by sending a notice of transfer that complies with Nev. Rev.
Stat. Ann. § 687B.350 at least 30 days prior to the transfer.  This communication will advise policyholders that they can contact
us to discuss their coverage options and limits.",,04.0 Homeowners,91,"[30104, 27120]",2025-03-03,"Summary of Rate Filing:

- The rate filing involves the consolidation of home products into the Home Advantage rate plan through an Affiliate Transfer process.
- Hartford Underwriters Insurance Company's direct rate plans will be consolidated into Trumbull Insurance Company.
- Policyholders may experience changes in coverage options and limits from the older products to the Home Advantage plan.
- The transfer will occur at renewal with no interruption in coverage beginning on October 31, 2025.
- Policyholders will be notified in advance of the policy effective date about any changes in coverage options and limits.
- A notice of transfer will be sent to policyholders at least 30 days prior to the transfer, as required by Nevada state law.
- The filing was prepared by Stephan Dumont, Director of Product Management, and Kristin Ong, Pricing Analyst.
- The correspondence includes information about the policy transfer, new policy numbers, coverage effective dates, and potential changes to coverage options and limits.
- The filing includes details about new features and benefits offered under the Home Advantage policy plan.
- Policyholders are encouraged to review their renewal policy and contact the company with any questions or to make changes if needed.

Overall, the rate filing aims to provide policyholders with enhanced features and benefits while ensuring a smooth transition to the new policy structure.",,
ALSE-134413946,Rule,02/13/2025,04/21/2025,06/05/2025,Closed-Filed,"With this filing, Allstate is proposing changes to the Installment Fees and Late Payment Fee for the Allstate Insurance
Company (AIC) Mobilehome (MBH) program in the state of Oregon.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after April 21, 2025 and for renewals effective on or after June 5, 2025.",,04.0 Homeowners,8,[19232],2025-03-03,"In this rate filing, Allstate Insurance Company proposed changes to the Installment Fees and Late Payment Fee for its Allstate Insurance Company Mobilehome program in the state of Oregon. The changes include increasing the Installment Fee for the Allstate Easy Pay Plan, increasing the Installment Fee for all other payment methods (except Allstate Payroll Deductions), and increasing the Late Payment Fee. These changes will apply to new business written on or after April 21, 2025, and for renewals effective on or after June 5, 2025. 

The filing details adjustments to the installment and late payment fees, providing specific information on the revised fee amounts. It also includes supporting documents such as the Explanatory Memorandum explaining the proposed changes, a Certificate of Compliance ensuring regulatory adherence, and a Summary of Manual Changes outlining revisions to the rules manual. The filing was submitted on 02/13/2025, and the effective dates requested are 04/21/2025 for new business and 06/05/2025 for renewals.",,
ALSE-134413977,Rule,02/12/2025,04/21/2025,06/05/2025,Closed-Filed,"With this filing, Allstate is proposing changes to the Installment Fees and Late Payment Fee for the Allstate Indemnity
Company (AI) Manufactured Home (MFH) program in the state of Oregon.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after April 21, 2025 and for renewals effective on or after June 5, 2025.",,04.0 Homeowners,8,[19240],2025-03-03,"The rate filing by Allstate Indemnity Company for its AI MFH (Manufactured Home) program in the state of Oregon involves the proposed changes to installment fees and late payment fees. Specifically, the filing includes:

1. Increasing the Installment Fee for the Allstate Easy Pay Plan from $1.50 to $2.00
2. Increasing the Installment Fee for all other payment methods (excluding Allstate Payroll Deductions) from $4.00 to $5.00
3. Continuing the practice of not charging Installment Fees for Allstate Payroll Deductions
4. Increasing the Late Payment Fee from $10.00 to $15.00

These adjustments are detailed in the company's filing materials, including explanatory memorandums and supporting documents. The effective date for these changes is set for new business written on or after April 21, 2025, and for renewals effective on or after June 5, 2025. The filing was submitted on February 12, 2025, and closed-filed status was achieved on February 25, 2025. The primary contact for this filing is Adriana Cahue.",,
